#AUTHID,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
1998_830292.txt,2.513691838649155,2.906045966228895,4.041992998123831,100.77391486866794,6.981031894934334,23.081097560975607,7.06201920231798,1.3,6.6377764727954975,3.75234521575985,1.0938086303939962,13.325,40.0,0.4521575984990619,2000.0,583.0,533.0,241.0,40.0,1.0,52.0,22.0,79.0,26.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1997_475230.txt,111.33999999999999,142.78650847457627,4.9673882610169535,-177.7635593220338,119.08474576271188,302.45762711864404,18.491933384829668,22.0,21.48002542372881,3.549152542372881,1.006779661016949,295.0,1.0,0.5084745762711864,1047.0,297.0,295.0,150.0,1.0,1.0,22.0,8.0,60.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1999_670670.txt,1.896524590163935,1.7495409836065576,3.0956983147541024,103.19495081967216,7.240655737704919,24.331147540983608,7.6475800154489,1.48,6.881915081967213,3.6262295081967215,1.0786885245901638,12.2,25.0,0.4819672131147541,1106.0,329.0,305.0,147.0,25.0,1.0,37.0,18.0,51.0,16.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1997_416158.txt,1.8955182072829153,2.1344724556489254,3.125672120448179,105.022847805789,6.409337068160598,20.785247432306257,6.333333333333334,1.0,6.68072558356676,3.5994397759103642,1.0448179271708684,13.222222222222221,27.0,0.45098039215686275,1285.0,373.0,357.0,161.0,27.0,1.0,27.0,10.0,54.0,18.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2003_412.txt,-0.49167916041979076,-0.6057544977511249,1.514657807608696,112.71369565217394,4.215892053973014,17.49625187406297,5.4913643956122,0.7586206896551724,7.359509745127436,3.5793478260869565,1.017391304347826,7.931034482758621,116.0,0.3793478260869565,3293.0,936.0,920.0,349.0,116.0,1.0,88.0,24.0,194.0,26.0,17.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
1997_801472.txt,2.678271604938274,3.090752136752137,5.479216844444444,94.35683760683762,6.919278252611587,23.471035137701804,7.640954808922571,1.358974358974359,6.451848528015194,4.103703703703704,1.2049382716049384,10.384615384615385,39.0,0.5530864197530864,1662.0,488.0,405.0,224.0,39.0,1.0,53.0,28.0,59.0,20.0,14.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2002_750065.txt,4.101031026579552,4.982120548694969,4.615299649368865,96.63411281770604,8.80742995929258,28.0494304382034,7.913892699623653,1.853658536585366,7.067976153661957,3.7615708274894812,1.0939691444600281,17.390243902439025,41.0,0.4319775596072931,2682.0,780.0,713.0,308.0,41.0,1.0,76.0,33.0,116.0,29.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2004_490.txt,3.73331888544892,4.223363880288957,4.932085087058827,94.85691744066048,8.459029927760579,27.500515995872032,8.281546822864042,1.8771929824561404,6.80966676986584,3.863529411764706,1.1447058823529412,14.912280701754385,57.0,0.39294117647058824,3284.0,973.0,850.0,334.0,57.0,1.0,107.0,53.0,131.0,55.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2004_133.txt,3.7192231818396344,4.512346815171398,4.740711264618437,96.92358660940427,8.864228294555351,27.710620290402254,8.433581647846061,1.873015873015873,7.2320865087230795,3.8077304261645195,1.1070366699702676,16.015873015873016,63.0,0.3270564915758176,3842.0,1117.0,1009.0,330.0,63.0,1.0,118.0,62.0,179.0,30.0,17.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2003_114.txt,0.652485645933016,0.43775119617225045,2.1442886483253574,108.99714952153113,5.42401913875598,18.58397129186603,6.122498999199199,0.85,7.290154928229665,3.5334928229665072,1.0311004784688995,10.45,40.0,0.49760765550239233,1477.0,431.0,418.0,208.0,40.0,1.0,34.0,13.0,83.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1997_696801.txt,1.0409472140762475,0.9869550342130999,2.4860613563049867,107.84475415444773,5.89564027370479,18.404789833822093,6.3911649915626345,0.8,6.631298396871945,3.5527859237536656,1.033724340175953,11.366666666666667,60.0,0.4472140762463343,2423.0,705.0,682.0,305.0,60.0,1.0,48.0,23.0,105.0,26.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
2004_18.txt,3.1650263620386667,3.363887612094995,4.016596868189808,98.35681447433646,7.523067910414132,26.716281375332343,7.296689244236598,1.7692307692307692,7.884457081699788,3.7152899824253076,1.1072056239015817,14.58974358974359,39.0,0.4428822495606327,2114.0,630.0,569.0,252.0,39.0,1.0,69.0,24.0,127.0,14.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1998_578648.txt,4.638705479911465,5.390422339973618,5.22699892246294,92.43343193149553,9.843083596038188,30.879088693630244,9.183469424008422,2.3529411764705883,7.9643057638562835,3.8688711516533636,1.145952109464082,17.19607843137255,51.0,0.40022805017103763,3393.0,1005.0,877.0,351.0,51.0,1.0,120.0,65.0,193.0,24.0,7.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
1999_916443.txt,36.43042488619119,46.27619995330921,5.147098861153264,14.451314929380203,42.34443795961247,109.1236138671647,14.668498024760776,7.846153846153846,11.336777833547334,3.6122913505311076,1.0576631259484066,101.38461538461539,13.0,0.295144157814871,4761.0,1394.0,1318.0,389.0,13.0,1.0,102.0,59.0,223.0,55.0,31.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2002_039437.txt,2.226982360097324,1.905748175182481,4.037911785888081,97.39711587591242,5.959148418491485,19.27743309002433,6.774917217635375,0.925,6.873852895377129,3.8637469586374698,1.170316301703163,10.275,40.0,0.5401459854014599,1588.0,481.0,411.0,222.0,40.0,1.0,37.0,19.0,71.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000_854954.txt,1.2915207373271897,1.425064324116743,2.854172360887098,106.83704301075271,6.336712749615976,22.293394777265746,6.779644730092272,1.2380952380952381,7.7559015745007684,3.598790322580645,1.0403225806451613,11.80952380952381,42.0,0.45161290322580644,1785.0,516.0,496.0,224.0,42.0,1.0,52.0,20.0,111.0,16.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2000_959324.txt,3.4001361943954542,4.363509700176365,3.860457370370373,101.60021604938274,8.64381736233588,28.056731334509113,7.705619740571601,1.8571428571428572,6.186879306290417,3.633744855967078,1.0356652949245542,17.357142857142858,42.0,0.35802469135802467,2649.0,755.0,729.0,261.0,42.0,1.0,78.0,31.0,78.0,31.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2003_148.txt,42.783963624960805,54.702074840597895,5.2666092022577615,-1.308737326225554,48.787247831086034,126.20142155325598,14.690451944500122,9.555555555555555,13.148940932371694,3.625587958607714,1.0432737535277516,118.11111111111111,9.0,0.3584195672624647,3854.0,1109.0,1063.0,381.0,9.0,1.0,86.0,41.0,246.0,37.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2000_670567.txt,6.104210526315793,7.026656346749228,6.307005721362227,85.13947368421054,10.63405572755418,34.47987616099071,9.57535505639407,2.9411764705882355,7.756454179566563,4.024767801857585,1.2105263157894737,19.0,34.0,0.42724458204334365,2600.0,782.0,646.0,276.0,34.0,1.0,100.0,49.0,130.0,16.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
2002_715655.txt,2.651531986531989,2.3761849261849264,4.197986272727274,96.3981526806527,6.724112924112925,25.227790727790726,7.296689244236597,1.5769230769230769,6.595508857808857,3.8417508417508417,1.1683501683501682,11.423076923076923,26.0,0.5892255892255892,1141.0,347.0,297.0,175.0,26.0,1.0,41.0,16.0,45.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2000_658182.txt,6.472280471821758,7.1643927479248575,5.511342573394497,85.63873088685017,10.965312363477501,32.000436871996506,9.43650304346789,2.3333333333333335,6.947873044997816,3.86697247706422,1.18348623853211,20.761904761904763,21.0,0.481651376146789,1686.0,516.0,436.0,210.0,21.0,1.0,49.0,29.0,63.0,15.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1998_510203.txt,6.944000806614238,8.314813974591651,5.355249270467841,87.28710526315791,12.06606170598911,35.135914498890905,9.822882392210131,2.7241379310344827,7.599636095987095,3.81140350877193,1.1301169590643274,23.586206896551722,29.0,0.34649122807017546,2607.0,773.0,684.0,237.0,29.0,1.0,79.0,45.0,121.0,22.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1998_613453.txt,-0.20338461538461416,-1.0087692307692322,1.0306630974358981,110.41338461538463,4.7610256410256415,18.56923076923077,6.098386676965934,0.84,6.857482564102565,3.5076923076923077,1.0461538461538462,7.8,25.0,0.6102564102564103,684.0,204.0,195.0,119.0,25.0,1.0,21.0,8.0,35.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1999_977072.txt,18.341785714285717,23.85732142857143,5.954279583333339,61.26750000000003,23.08869047619048,63.71130952380952,9.866065623255952,4.857142857142857,9.729237202380952,3.7916666666666665,1.0625,54.857142857142854,7.0,0.46875,1456.0,408.0,384.0,180.0,7.0,1.0,34.0,11.0,82.0,17.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1998_129982.txt,6.847673758865252,7.728617021276598,7.291587960992906,79.45300000000002,10.215035460992908,36.88510638297872,9.164414002968975,3.4,7.928554468085107,4.195035460992908,1.2801418439716312,18.8,15.0,0.6099290780141844,1183.0,361.0,282.0,172.0,15.0,1.0,51.0,19.0,60.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2000_935326.txt,3.30014342629482,4.134734395750332,3.9006870019920328,101.20604515272245,7.9682337317397085,25.896679946879154,7.0,1.5333333333333334,6.479541062416999,3.651394422310757,1.047808764940239,16.733333333333334,30.0,0.4342629482071713,1833.0,526.0,502.0,218.0,30.0,1.0,46.0,16.0,64.0,27.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1997_857069.txt,1.3643454508437785,1.128174682169842,3.0077321363163385,103.88573276252093,6.301049631271773,21.05959598244582,7.0780430089209085,1.108695652173913,6.898548156358865,3.6805411030176898,1.0915712799167534,10.445652173913043,92.0,0.40894901144641,3537.0,1049.0,961.0,393.0,92.0,1.0,102.0,51.0,167.0,24.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2000_182860.txt,119.53216639209225,152.96214168039538,12.3676155354201,-221.3578624382207,125.4856672158155,325.7405271828666,33.49590136395381,67.5,24.25692042833608,4.8072487644151565,1.4200988467874793,303.5,2.0,0.6342668863261944,2918.0,862.0,607.0,385.0,2.0,1.0,135.0,62.0,214.0,7.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1998_535986.txt,4.152822933383682,4.123197604287945,4.993035753610876,91.16994514197009,8.802999884619823,26.850320442220756,8.708992257184502,1.7901234567901234,6.932999768190735,3.882752761257434,1.1928632115548004,14.530864197530864,81.0,0.33305012744265083,4570.0,1404.0,1177.0,392.0,81.0,1.0,145.0,88.0,192.0,72.0,18.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0
2002_675023.txt,2.711134459036902,1.856481134042106,3.3783322382739236,96.72133166562435,6.3137627683969155,21.788159266208048,6.741657386773941,1.1777777777777778,7.097586695851573,3.6866791744840524,1.1594746716697937,11.844444444444445,45.0,0.4878048780487805,1965.0,618.0,533.0,260.0,45.0,1.0,53.0,21.0,97.0,18.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2000_593590.txt,1.9463393213572893,2.540680306054554,2.8647389595808406,107.54782900864939,7.315023286759814,23.976180971390555,6.915780041490244,1.3555555555555556,6.074700612109115,3.5134730538922154,0.9955089820359282,14.844444444444445,45.0,0.3532934131736527,2347.0,665.0,668.0,236.0,45.0,1.0,61.0,23.0,72.0,20.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1997_536654.txt,0.0320214752567729,-0.0873720043572952,1.9841789128151284,110.53313103018986,5.416682228446935,18.688764394646746,6.535533905932738,0.8703703703703703,7.722664394646748,3.5955882352941178,1.0325630252100841,8.814814814814815,108.0,0.40861344537815125,3423.0,983.0,952.0,389.0,108.0,1.0,94.0,45.0,220.0,41.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2000_657578.txt,1.759362208472158,1.7491222433761706,3.3540378730366527,103.0664961129621,6.881611930826591,22.832302078375378,7.4210241511955735,1.303030303030303,7.310788465809932,3.6924083769633507,1.087696335078534,11.575757575757576,66.0,0.412303664921466,2821.0,831.0,764.0,315.0,66.0,1.0,86.0,43.0,150.0,18.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2004_390.txt,1.8176894819466263,2.123736263736266,3.328567623233912,104.72195337519625,6.728653061224491,22.237645211930925,6.9496835316263,1.21,7.540429117739404,3.6483516483516483,1.054160125588697,12.74,100.0,0.336734693877551,4648.0,1343.0,1274.0,429.0,100.0,1.0,121.0,52.0,264.0,51.0,23.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
2002_730515.txt,2.0419180784404745,2.1338315154328136,3.979330949640289,100.38868821072175,7.073799025295893,23.008238570433974,7.666282626286914,1.3225806451612903,7.123305755395683,3.8129496402877696,1.1237410071942446,11.209677419354838,62.0,0.4503597122302158,2650.0,781.0,695.0,313.0,62.0,1.0,82.0,45.0,129.0,22.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2000_909238.txt,5.108507223113968,5.44958935259497,5.428240553370788,88.63114232209739,9.477581594435527,32.96361690743713,8.855400437691198,2.7142857142857144,7.094220117710005,3.907303370786517,1.1938202247191012,16.952380952380953,21.0,0.5168539325842697,1391.0,425.0,356.0,184.0,21.0,1.0,57.0,24.0,59.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
2002_715289.txt,2.184028466287522,0.9953671725312496,3.126276612749006,96.46747969952254,6.190626805754083,21.21361880721389,7.116620566131421,1.1145038167938932,6.728663620327849,3.744223107569721,1.1896414342629482,9.580152671755725,131.0,0.2860557768924303,4699.0,1493.0,1255.0,359.0,131.0,1.0,146.0,74.0,208.0,60.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2000_914251.txt,2.083667883211678,2.1127311435523097,3.8716437828467214,100.45803223844283,6.318491484184915,23.095498783454985,6.872983346207417,1.3333333333333333,6.882456447688565,3.7864963503649633,1.1204379562043796,11.416666666666666,48.0,0.46715328467153283,2075.0,614.0,548.0,256.0,48.0,1.0,64.0,24.0,93.0,26.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2003_338.txt,2.560782718727406,2.637832007712703,3.9413224620390466,99.51111382260788,7.204651723306822,25.820739937334295,7.47213595499958,1.6666666666666667,6.429508050132561,3.7505422993492408,1.1149674620390455,12.805555555555555,36.0,0.3752711496746204,1729.0,514.0,461.0,173.0,36.0,1.0,60.0,24.0,63.0,27.0,10.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
2000_678534.txt,2.718118962006674,2.9707737295845433,3.9347008241563053,100.03266343196293,7.055737988996232,21.90222241476411,7.012176588288426,1.1219512195121952,6.224733002642637,3.7229129662522205,1.0976909413854352,13.731707317073171,41.0,0.3747779751332149,2096.0,618.0,563.0,211.0,41.0,1.0,46.0,22.0,68.0,27.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1997_697491.txt,1.0977698549299255,1.3945242193262857,3.4377979196787187,105.29398450946645,5.993016965822474,20.805835587246946,6.83325938999964,1.0816326530612246,8.135658200147528,3.7670682730923697,1.0783132530120483,10.16326530612245,49.0,0.4979919678714859,1876.0,537.0,498.0,248.0,49.0,1.0,53.0,24.0,126.0,17.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2002_105793.txt,4.434256965944275,3.993380566801619,5.801160125386996,85.39802274351038,7.879447487497024,25.890569183138844,8.207243475715785,1.6730769230769231,8.065749630864492,4.078947368421052,1.2863777089783281,12.423076923076923,52.0,0.4969040247678019,2635.0,831.0,646.0,321.0,52.0,1.0,87.0,47.0,156.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004_55.txt,0.7192228524041546,1.2788074753069054,2.841325313568987,110.19221934280088,6.243415421522606,20.967717573190775,6.796786063973636,1.0909090909090908,7.550273021960935,3.6123147092360317,1.0057012542759407,11.38961038961039,77.0,0.4104903078677309,3168.0,882.0,877.0,360.0,77.0,1.0,84.0,37.0,186.0,30.0,19.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
2000_727952.txt,3.967450110864746,5.303694013303769,4.352693453658535,99.81128603104213,9.015521064301552,26.685144124168517,7.670993664969138,1.5,6.524985587583148,3.6975609756097563,1.0414634146341464,18.636363636363637,22.0,0.5024390243902439,1516.0,427.0,410.0,206.0,22.0,1.0,33.0,16.0,51.0,15.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
1999_657716.txt,4.686809635722678,5.890681551116334,5.158888873090483,94.41096650998827,9.092126909518214,29.428319623971795,7.84543711852349,2.0217391304347827,7.708389071680376,3.836662749706228,1.1069330199764982,18.5,46.0,0.4101057579318449,3265.0,942.0,851.0,349.0,46.0,1.0,93.0,36.0,170.0,35.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1999_917031.txt,1.046583820662768,1.0573121907332421,3.1148617933723237,105.1304065452092,5.973444294496926,22.535949917528864,6.872983346207416,1.25,7.203795786474734,3.7270955165692006,1.0838206627680311,9.865384615384615,52.0,0.4853801169590643,1912.0,556.0,513.0,249.0,52.0,1.0,65.0,26.0,100.0,24.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1999_614052.txt,1.4447690525424157,1.8784703156531037,3.3665361879468882,105.96898421734474,6.328214454769676,22.0513839408057,6.7285974607605805,1.2073170731707317,7.277000431002268,3.6813074565883555,1.04902962206333,11.939024390243903,82.0,0.3707865168539326,3604.0,1027.0,979.0,363.0,82.0,1.0,99.0,38.0,189.0,29.0,25.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
1997_911224.txt,5.2094018583043,5.908519163763067,5.6762435569105705,89.01036585365856,9.874099883855983,30.071428571428573,9.123724356957945,2.1964285714285716,7.7976261904761905,3.9390243902439024,1.181910569105691,17.571428571428573,56.0,0.41565040650406504,3876.0,1163.0,984.0,409.0,56.0,1.0,123.0,70.0,205.0,35.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
1999_550680.txt,2.066974235441979,1.7451214914118154,3.0992893929618788,101.9347470674487,6.865563468789276,20.09645999162128,7.267819784654187,0.9642857142857143,9.009970632593214,3.627565982404692,1.093841642228739,12.178571428571429,28.0,0.5073313782991202,1237.0,373.0,341.0,173.0,28.0,1.0,27.0,17.0,103.0,12.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1999_554750.txt,2.0846037344398347,1.9887759336099577,3.4577926390041505,101.57935373443983,7.254301521438451,21.870193637621025,7.69041575982343,1.1833333333333333,7.051482904564315,3.6929460580912865,1.099585062240664,12.05,60.0,0.38450899031811897,2670.0,795.0,723.0,278.0,60.0,1.0,71.0,44.0,129.0,24.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1998_976037.txt,3.32216110761485,2.630031466331026,3.857594224669608,94.34785462555068,7.567426054122089,23.76438011327879,7.810702354423639,1.4,7.131821183134046,3.7312775330396475,1.1740088105726871,12.971428571428572,35.0,0.3964757709251101,1694.0,533.0,454.0,180.0,35.0,1.0,49.0,27.0,82.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998_899637.txt,4.019139301762877,4.439487844221684,4.688629287072249,94.63712351653419,8.276898260168222,27.346238045857817,7.767312946227961,1.8181818181818181,7.368957057264662,3.800380228136882,1.1349809885931559,15.93939393939394,33.0,0.4505703422053232,1999.0,597.0,526.0,237.0,33.0,1.0,60.0,25.0,98.0,15.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2000_625276.txt,4.4898740006951705,4.508628779979144,5.402491214111922,89.01654197080293,8.207194994786235,28.30387556482447,8.070925528371099,2.0,8.360080257212374,3.948905109489051,1.2165450121654502,14.678571428571429,28.0,0.5255474452554745,1623.0,500.0,411.0,216.0,28.0,1.0,56.0,24.0,104.0,11.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2002_695597.txt,7.0230565693430655,8.310310218978103,8.90934181021898,75.21224908759126,12.251459854014598,41.57755474452554,11.329165624478842,4.1875,8.692724817518249,4.4963503649635035,1.3503649635036497,17.125,16.0,0.5985401459854015,1232.0,370.0,274.0,164.0,16.0,1.0,67.0,37.0,73.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1999_694265.txt,4.605607843137257,5.809117647058823,4.02006481372549,98.37723529411767,9.101176470588234,28.635294117647057,6.794733192202055,1.68,7.094241960784314,3.6176470588235294,1.0372549019607844,20.4,25.0,0.40588235294117647,1845.0,529.0,510.0,207.0,25.0,1.0,42.0,12.0,79.0,23.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2002_672697.txt,5.171645885286782,5.85385926210116,3.985062240648382,94.6113137029222,10.071027559306863,30.91322974614745,8.33493565673837,2.128205128205128,7.0190730033889634,3.609725685785536,1.0798004987531171,20.564102564102566,39.0,0.34538653366583544,2895.0,866.0,802.0,277.0,39.0,1.0,83.0,37.0,120.0,33.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2004_16.txt,-0.196829473194434,-0.4331528201416539,1.4686053020214054,112.75538702631444,5.178519361009151,16.03785607196402,6.230291412348993,0.6304347826086957,7.732310598149201,3.487514863258026,1.0023781212841856,9.141304347826088,92.0,0.3971462544589774,2933.0,843.0,841.0,334.0,92.0,1.0,58.0,32.0,194.0,22.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2002_230441.txt,4.972270483148314,4.590071487685854,5.042073184512429,87.22042935418511,8.386267515196485,27.944636283211096,8.007457125694803,1.9253731343283582,7.203538663280158,3.867112810707457,1.2265774378585086,15.611940298507463,67.0,0.3852772466539197,4045.0,1283.0,1046.0,403.0,67.0,1.0,129.0,56.0,185.0,46.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2004_198.txt,-0.42792145896656386,-0.29442857142857193,1.6779267522796388,107.50632571428572,4.172469300911854,17.726006079027357,5.8565713714171395,0.656,7.425147591489361,3.9285714285714284,1.1109422492401215,5.264,125.0,0.4316109422492401,2585.0,731.0,658.0,284.0,125.0,1.0,82.0,34.0,147.0,21.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
2003_126.txt,1.085481777939485,1.2787065672184816,3.2147614755927485,105.78824449699837,5.774373900915652,20.57261536595719,6.550872519842681,1.0579710144927537,7.235032823964588,3.7182705718270572,1.0697350069735008,10.391304347826088,69.0,0.4211994421199442,2666.0,767.0,717.0,302.0,69.0,1.0,73.0,29.0,140.0,24.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
